region,event_type,event_year,threshold_percent,event_date
Hudson Bay,freeze-up,2012,50.0,2012-12-07 03:14:16.295249
Hudson Bay,freeze-up,2012,90.0,2012-12-29 05:17:25.284015
Hudson Bay,break-up,2013,10.0,2013-07-03 12:48:12.012513
Hudson Bay,break-up,2013,50.0,2013-06-18 10:34:15.476941
Hudson Bay,break-up,2013,90.0,2013-04-28 08:40:42.167013
Hudson Bay,freeze-up,2013,10.0,2013-11-19 23:48:40.640269
Hudson Bay,freeze-up,2013,50.0,2013-12-02 23:07:50.986380
Hudson Bay,freeze-up,2013,90.0,2013-12-17 01:33:11.726196
Hudson Bay,break-up,2014,10.0,2014-07-03 19:09:14.904458
Hudson Bay,break-up,2014,50.0,2014-06-14 07:04:56.743913
Hudson Bay,break-up,2014,90.0,2014-05-08 04:51:16.061072
Hudson Bay,freeze-up,2014,10.0,2014-11-20 06:46:32.832929
Hudson Bay,freeze-up,2014,50.0,2014-11-30 00:50:33.524979
Hudson Bay,freeze-up,2014,90.0,2015-01-08 06:48:19.678456
Hudson Bay,break-up,2015,10.0,2015-07-17 18:48:51.341256
Hudson Bay,break-up,2015,50.0,2015-06-17 12:27:27.794117
Hudson Bay,break-up,2015,90.0,2015-04-11 18:51:50.637907
Hudson Bay,freeze-up,2015,10.0,2015-11-20 21:15:10.634888
Hudson Bay,freeze-up,2015,50.0,2015-12-11 21:44:58.452722
Hudson Bay,freeze-up,2015,90.0,2016-01-06 19:02:47.102298
Hudson Bay,break-up,2016,10.0,2016-07-10 14:05:37.948425
Hudson Bay,break-up,2016,50.0,2016-06-16 10:39:38.600089
Hudson Bay,break-up,2016,90.0,2016-05-01 18:54:31.071767
Hudson Bay,freeze-up,2016,10.0,2016-12-06 23:06:24.920376
Hudson Bay,freeze-up,2016,50.0,2016-12-15 07:44:15.147200
Hudson Bay,freeze-up,2016,90.0,2016-12-31 22:15:39.576286
Hudson Bay,break-up,2017,10.0,2017-06-29 04:32:50.765987
Hudson Bay,break-up,2017,50.0,2017-06-06 12:11:51.807907
Hudson Bay,break-up,2017,90.0,2017-04-07 05:07:17.628774
Hudson Bay,freeze-up,2017,10.0,2017-11-21 13:16:26.191536
Hudson Bay,freeze-up,2017,50.0,2017-12-06 17:14:49.771936
Hudson Bay,freeze-up,2017,90.0,2017-12-21 23:28:50.551415
Hudson Bay,break-up,2018,10.0,2018-07-15 09:11:48.238039
Hudson Bay,break-up,2018,50.0,2018-06-20 19:42:10.068601
Hudson Bay,break-up,2018,90.0,2018-05-06 08:24:25.884930
Hudson Bay,freeze-up,2018,10.0,2018-11-16 02:24:59.586206
Hudson Bay,freeze-up,2018,50.0,2018-12-02 21:17:03.457985
Hudson Bay,freeze-up,2018,90.0,2018-12-24 08:36:01.439214
Hudson Bay,break-up,2019,10.0,2019-07-12 22:36:40.162356
Hudson Bay,break-up,2019,50.0,2019-06-21 08:06:36.572827
Hudson Bay,break-up,2019,90.0,2019-05-11 12:02:24.240400
Hudson Bay,freeze-up,2019,10.0,2019-11-25 17:49:14.906465
Hudson Bay,freeze-up,2019,50.0,2019-12-06 16:14:29.508534
Hudson Bay,freeze-up,2019,90.0,2019-12-31 23:19:38.780158
Hudson Bay,break-up,2020,10.0,2020-07-12 06:26:23.034831
Hudson Bay,break-up,2020,50.0,2020-06-19 10:55:43.973752
Hudson Bay,break-up,2020,90.0,2020-05-06 02:18:29.763190
Hudson Bay,freeze-up,2020,10.0,2020-11-18 06:19:05.935772
Hudson Bay,freeze-up,2020,50.0,2020-12-04 20:10:41.791713
Hudson Bay,freeze-up,2020,90.0,2020-12-31 07:09:25.872203
Hudson Bay,break-up,2021,10.0,2021-07-05 02:07:43.629422
Hudson Bay,break-up,2021,50.0,2021-06-16 02:02:28.965517
Hudson Bay,break-up,2021,90.0,2021-04-09 03:16:47.663059
Hudson Bay,freeze-up,2021,10.0,2021-12-04 10:56:16.900607
Hudson Bay,freeze-up,2021,50.0,2021-12-18 17:02:21.150604
Hudson Bay,freeze-up,2021,90.0,2021-12-31 19:56:55.787831
Hudson Bay,break-up,2022,10.0,2022-07-08 07:07:58.682263
Hudson Bay,break-up,2022,50.0,2022-06-11 18:26:59.738751
Hudson Bay,break-up,2022,90.0,2022-05-02 05:36:18.372491
Hudson Bay,freeze-up,2022,10.0,2022-11-26 03:20:12.565445
Hudson Bay,freeze-up,2022,50.0,2022-12-07 07:12:29.102437
Hudson Bay,freeze-up,2022,90.0,2023-01-04 11:09:00.112429
Hudson Bay,break-up,2023,10.0,2023-06-25 21:36:18.004167
Hudson Bay,break-up,2023,50.0,2023-06-07 14:48:51.286725
Hudson Bay,break-up,2023,90.0,2023-04-30 07:46:41.937046
Hudson Bay,freeze-up,2023,10.0,2023-11-28 14:12:43.882618
Hudson Bay,freeze-up,2023,50.0,2023-12-18 03:15:37.263647
Hudson Bay,freeze-up,2023,90.0,2024-01-06 12:55:00.904003
Hudson Bay,break-up,2024,10.0,2024-07-04 13:14:57.686375
Hudson Bay,break-up,2024,50.0,2024-06-02 05:19:52.569659
Hudson Bay,break-up,2024,90.0,2024-04-13 13:08:06.895585
Hudson Bay,freeze-up,2024,10.0,2024-12-04 10:55:06.641544
Hudson Bay,freeze-up,2024,50.0,2025-01-02 09:25:46.780166
Hudson Bay,freeze-up,2024,90.0,2025-01-24 04:21:03.229849
Hudson Bay,break-up,2025,10.0,2025-06-26 19:05:31.917670
Hudson Bay,break-up,2025,50.0,2025-06-09 15:25:54.997274
Hudson Bay,break-up,2025,90.0,2025-05-06 04:00:18.398034
Hudson Bay,freeze-up,2025,10.0,2025-12-07 02:43:07.264873
Hudson Bay,freeze-up,2025,50.0,2025-12-17 16:40:06.786724
Hudson Bay,freeze-up,2025,90.0,2026-01-07 15:43:17.468354
Hudson Bay,break-up,2026,10.0,2026-06-28 09:59:12.795989
Hudson Bay,break-up,2026,50.0,2026-06-08 15:19:22.200790
Hudson Bay,break-up,2026,90.0,2026-04-30 01:07:09.162561
Hudson Bay,freeze-up,2026,10.0,
Hudson Bay,freeze-up,2026,50.0,
Hudson Bay,freeze-up,2026,90.0,
Hudson Bay Area,break-up,1978,10.0,
Hudson Bay Area,break-up,1978,50.0,
Hudson Bay Area,break-up,1978,90.0,
Hudson Bay Area,freeze-up,1978,10.0,
Hudson Bay Area,freeze-up,1978,50.0,
Hudson Bay Area,freeze-up,1978,90.0,
Hudson Bay Area,break-up,1979,10.0,1979-08-17 10:38:03.502787
Hudson Bay Area,break-up,1979,50.0,1979-06-26 19:14:00.491515
Hudson Bay Area,break-up,1979,90.0,1979-04-19 09:39:36.935896
Hudson Bay Area,freeze-up,1979,10.0,1979-10-18 15:29:53.943101
Hudson Bay Area,freeze-up,1979,50.0,1979-12-03 03:11:12.449979
Hudson Bay Area,freeze-up,1979,90.0,1980-01-05 10:15:20.195121
Hudson Bay Area,break-up,1980,10.0,1980-08-06 21:16:34.524639
Hudson Bay Area,break-up,1980,50.0,1980-06-26 05:17:06.935312
Hudson Bay Area,break-up,1980,90.0,1980-05-01 22:23:36.371433
Hudson Bay Area,freeze-up,1980,10.0,1980-10-26 01:20:06.209573
Hudson Bay Area,freeze-up,1980,50.0,1980-11-26 09:34:42.124782
Hudson Bay Area,freeze-up,1980,90.0,1980-12-21 21:04:08.991354
Hudson Bay Area,break-up,1981,10.0,1981-07-29 12:12:12.543554
Hudson Bay Area,break-up,1981,50.0,1981-06-28 05:32:55.177239
Hudson Bay Area,break-up,1981,90.0,1981-05-16 11:40:19.443772
Hudson Bay Area,freeze-up,1981,10.0,1981-11-05 15:07:01.052631
Hudson Bay Area,freeze-up,1981,50.0,1981-12-08 12:58:01.557500
Hudson Bay Area,freeze-up,1981,90.0,1981-12-29 15:10:25.876010
Hudson Bay Area,break-up,1982,10.0,1982-08-03 21:13:55.811836
Hudson Bay Area,break-up,1982,50.0,1982-06-30 16:15:52.671755
Hudson Bay Area,break-up,1982,90.0,1982-05-03 12:54:18.693222
Hudson Bay Area,freeze-up,1982,10.0,1982-10-22 21:42:57.826154
Hudson Bay Area,freeze-up,1982,50.0,1982-11-23 08:05:10.419161
Hudson Bay Area,freeze-up,1982,90.0,1982-12-11 23:50:35.253104
Hudson Bay Area,break-up,1983,10.0,1983-08-22 20:25:06.836369
Hudson Bay Area,break-up,1983,50.0,1983-07-06 21:08:42.678185
Hudson Bay Area,break-up,1983,90.0,1983-05-21 09:58:24.249575
Hudson Bay Area,freeze-up,1983,10.0,1983-10-15 14:27:13.810143
Hudson Bay Area,freeze-up,1983,50.0,1983-11-29 08:56:28.235294
Hudson Bay Area,freeze-up,1983,90.0,1983-12-12 23:07:11.218367
Hudson Bay Area,break-up,1984,10.0,1984-08-03 16:02:41.245735
Hudson Bay Area,break-up,1984,50.0,1984-06-28 09:11:00.527480
Hudson Bay Area,break-up,1984,90.0,1984-04-27 15:26:52.680631
Hudson Bay Area,freeze-up,1984,10.0,1984-10-25 17:32:28.284282
Hudson Bay Area,freeze-up,1984,50.0,1984-11-26 19:06:12.337821
Hudson Bay Area,freeze-up,1984,90.0,1984-12-18 06:58:58.690333
Hudson Bay Area,break-up,1985,10.0,1985-07-31 08:17:07.080313
Hudson Bay Area,break-up,1985,50.0,1985-06-29 09:33:56.255754
Hudson Bay Area,break-up,1985,90.0,1985-05-07 08:09:13.072625
Hudson Bay Area,freeze-up,1985,10.0,1985-11-02 12:22:09.369897
Hudson Bay Area,freeze-up,1985,50.0,1985-11-22 15:14:26.613868
Hudson Bay Area,freeze-up,1985,90.0,1985-12-29 04:12:56.347826
Hudson Bay Area,break-up,1986,10.0,1986-08-09 19:22:24.262295
Hudson Bay Area,break-up,1986,50.0,1986-06-28 07:43:25.924643
Hudson Bay Area,break-up,1986,90.0,1986-05-09 16:04:22.397169
Hudson Bay Area,freeze-up,1986,10.0,1986-10-12 00:19:17.753684
Hudson Bay Area,freeze-up,1986,50.0,1986-11-11 21:40:38.072089
Hudson Bay Area,freeze-up,1986,90.0,1986-12-08 18:52:27.402505
Hudson Bay Area,break-up,1987,10.0,1987-08-12 04:46:30.847913
Hudson Bay Area,break-up,1987,50.0,1987-07-03 22:03:03.376110
Hudson Bay Area,break-up,1987,90.0,1987-04-16 15:15:55.495978
Hudson Bay Area,freeze-up,1987,10.0,1987-10-18 16:11:04.393179
Hudson Bay Area,freeze-up,1987,50.0,1987-11-26 10:31:27.378640
Hudson Bay Area,freeze-up,1987,90.0,1988-01-04 18:52:39.981330
Hudson Bay Area,break-up,1988,10.0,1988-07-30 18:58:50.969788
Hudson Bay Area,break-up,1988,50.0,1988-06-27 10:46:20.779180
Hudson Bay Area,break-up,1988,90.0,1988-05-01 01:13:59.971516
Hudson Bay Area,freeze-up,1988,10.0,1988-11-02 23:40:58.675078
Hudson Bay Area,freeze-up,1988,50.0,1988-12-03 21:21:08.354100
Hudson Bay Area,freeze-up,1988,90.0,1988-12-24 16:05:02.759526
Hudson Bay Area,break-up,1989,10.0,1989-08-03 23:10:41.095890
Hudson Bay Area,break-up,1989,50.0,1989-06-29 00:26:01.445783
Hudson Bay Area,break-up,1989,90.0,1989-05-13 01:28:11.531114
Hudson Bay Area,freeze-up,1989,10.0,1989-10-21 20:32:40.318609
Hudson Bay Area,freeze-up,1989,50.0,1989-11-23 03:04:21.840744
Hudson Bay Area,freeze-up,1989,90.0,1989-12-09 22:37:12.361136
Hudson Bay Area,break-up,1990,10.0,1990-08-15 00:23:40.588235
Hudson Bay Area,break-up,1990,50.0,1990-06-30 21:53:22.628671
Hudson Bay Area,break-up,1990,90.0,1990-04-23 05:09:04.849144
Hudson Bay Area,freeze-up,1990,10.0,1990-10-15 10:44:06.983676
Hudson Bay Area,freeze-up,1990,50.0,1990-12-01 04:55:08.139723
Hudson Bay Area,freeze-up,1990,90.0,1990-12-13 21:01:18.558558
Hudson Bay Area,break-up,1991,10.0,1991-08-03 22:28:11.528384
Hudson Bay Area,break-up,1991,50.0,1991-06-23 11:46:46.879661
Hudson Bay Area,break-up,1991,90.0,1991-05-10 09:46:24.728287
Hudson Bay Area,freeze-up,1991,10.0,1991-10-26 13:00:30.741573
Hudson Bay Area,freeze-up,1991,50.0,1991-11-28 07:55:31.372668
Hudson Bay Area,freeze-up,1991,90.0,1991-12-21 07:58:26.272189
Hudson Bay Area,break-up,1992,10.0,1992-08-19 17:43:56.020462
Hudson Bay Area,break-up,1992,50.0,1992-07-10 16:57:15.867467
Hudson Bay Area,break-up,1992,90.0,1992-05-10 02:45:29.929929
Hudson Bay Area,freeze-up,1992,10.0,1992-10-27 23:07:00.596054
Hudson Bay Area,freeze-up,1992,50.0,1992-11-18 11:57:17.776662
Hudson Bay Area,freeze-up,1992,90.0,1992-12-19 04:26:00.532150
Hudson Bay Area,break-up,1993,10.0,1993-07-31 23:03:08.960159
Hudson Bay Area,break-up,1993,50.0,1993-06-24 08:21:17.815699
Hudson Bay Area,break-up,1993,90.0,1993-05-08 05:30:28.177833
Hudson Bay Area,freeze-up,1993,10.0,1993-10-30 13:20:47.087676
Hudson Bay Area,freeze-up,1993,50.0,1993-11-18 09:59:01.070551
Hudson Bay Area,freeze-up,1993,90.0,1993-12-20 06:09:46.965166
Hudson Bay Area,break-up,1994,10.0,1994-07-28 14:34:15.616031
Hudson Bay Area,break-up,1994,50.0,1994-06-26 19:27:13.441108
Hudson Bay Area,break-up,1994,90.0,1994-05-07 14:52:43.150074
Hudson Bay Area,freeze-up,1994,10.0,1994-11-05 20:46:36.224663
Hudson Bay Area,freeze-up,1994,50.0,1994-12-03 09:46:47.067137
Hudson Bay Area,freeze-up,1994,90.0,1995-01-05 04:08:43.557256
Hudson Bay Area,break-up,1995,10.0,1995-07-28 21:09:52.895586
Hudson Bay Area,break-up,1995,50.0,1995-06-21 00:36:04.539208
Hudson Bay Area,break-up,1995,90.0,1995-05-02 15:25:21.203007
Hudson Bay Area,freeze-up,1995,10.0,1995-11-06 04:12:42.255466
Hudson Bay Area,freeze-up,1995,50.0,1995-11-26 16:15:29.952285
Hudson Bay Area,freeze-up,1995,90.0,1995-12-27 06:29:44.275129
Hudson Bay Area,break-up,1996,10.0,1996-07-29 01:47:19.267886
Hudson Bay Area,break-up,1996,50.0,1996-06-29 01:00:52.623278
Hudson Bay Area,break-up,1996,90.0,1996-04-25 10:44:30.660792
Hudson Bay Area,freeze-up,1996,10.0,1996-11-06 20:26:02.078395
Hudson Bay Area,freeze-up,1996,50.0,1996-12-08 02:31:49.827287
Hudson Bay Area,freeze-up,1996,90.0,1996-12-24 23:56:17.256960
Hudson Bay Area,break-up,1997,10.0,1997-07-27 04:48:13.484198
Hudson Bay Area,break-up,1997,50.0,1997-06-23 16:40:35.235086
Hudson Bay Area,break-up,1997,90.0,1997-05-11 09:13:02.378465
Hudson Bay Area,freeze-up,1997,10.0,1997-10-23 18:14:30.402964
Hudson Bay Area,freeze-up,1997,50.0,1997-11-29 00:36:47.883917
Hudson Bay Area,freeze-up,1997,90.0,1997-12-25 16:55:50.192190
Hudson Bay Area,break-up,1998,10.0,1998-07-17 11:12:17.957911
Hudson Bay Area,break-up,1998,50.0,1998-06-09 13:35:10.182224
Hudson Bay Area,break-up,1998,90.0,1998-04-12 12:11:55.050866
Hudson Bay Area,freeze-up,1998,10.0,1998-11-13 23:41:10.314769
Hudson Bay Area,freeze-up,1998,50.0,1998-12-18 23:05:35.330762
Hudson Bay Area,freeze-up,1998,90.0,1999-01-09 00:44:33.024185
Hudson Bay Area,break-up,1999,10.0,1999-07-26 08:52:43.488686
Hudson Bay Area,break-up,1999,50.0,1999-06-09 15:36:46.039076
Hudson Bay Area,break-up,1999,90.0,1999-04-13 13:17:20.483383
Hudson Bay Area,freeze-up,1999,10.0,1999-10-29 15:00:46.252676
Hudson Bay Area,freeze-up,1999,50.0,1999-12-13 05:39:10.221266
Hudson Bay Area,freeze-up,1999,90.0,2000-01-04 04:56:48.412625
Hudson Bay Area,break-up,2000,10.0,2000-07-28 23:43:47.305218
Hudson Bay Area,break-up,2000,50.0,2000-06-22 17:10:58.259773
Hudson Bay Area,break-up,2000,90.0,2000-03-20 09:21:24.777678
Hudson Bay Area,freeze-up,2000,10.0,2000-11-06 00:18:18.351164
Hudson Bay Area,freeze-up,2000,50.0,2000-12-05 04:40:35.268137
Hudson Bay Area,freeze-up,2000,90.0,2000-12-26 20:44:48.763890
Hudson Bay Area,break-up,2001,10.0,2001-07-24 11:50:15.873015
Hudson Bay Area,break-up,2001,50.0,2001-06-11 13:46:56.173000
Hudson Bay Area,break-up,2001,90.0,2001-04-25 12:11:44.207561
Hudson Bay Area,freeze-up,2001,10.0,2001-11-10 00:17:34.345598
Hudson Bay Area,freeze-up,2001,50.0,2001-12-07 10:36:12.548389
Hudson Bay Area,freeze-up,2001,90.0,2002-01-09 19:30:21.287779
Hudson Bay Area,break-up,2002,10.0,2002-07-25 10:42:50.253508
Hudson Bay Area,break-up,2002,50.0,2002-06-25 20:04:37.672930
Hudson Bay Area,break-up,2002,90.0,2002-04-23 08:37:31.488788
Hudson Bay Area,freeze-up,2002,10.0,2002-11-13 02:49:28.104312
Hudson Bay Area,freeze-up,2002,50.0,2002-11-29 08:41:55.959004
Hudson Bay Area,freeze-up,2002,90.0,2003-01-14 20:28:31.503579
Hudson Bay Area,break-up,2003,10.0,2003-07-21 07:01:16.595744
Hudson Bay Area,break-up,2003,50.0,2003-06-18 09:41:32.776867
Hudson Bay Area,break-up,2003,90.0,2003-04-25 13:30:56.415072
Hudson Bay Area,freeze-up,2003,10.0,2003-11-16 07:30:14.713896
Hudson Bay Area,freeze-up,2003,50.0,2003-12-10 11:57:07.572601
Hudson Bay Area,freeze-up,2003,90.0,2004-01-04 07:40:52.096606
Hudson Bay Area,break-up,2004,10.0,2004-08-05 01:12:36.687898
Hudson Bay Area,break-up,2004,50.0,2004-06-29 15:27:29.942160
Hudson Bay Area,break-up,2004,90.0,2004-03-28 09:20:22.269717
Hudson Bay Area,freeze-up,2004,10.0,2004-11-02 16:16:13.603238
Hudson Bay Area,freeze-up,2004,50.0,2004-12-01 05:38:11.714799
Hudson Bay Area,freeze-up,2004,90.0,2004-12-17 14:06:30.393187
Hudson Bay Area,break-up,2005,10.0,2005-07-19 23:25:10.420865
Hudson Bay Area,break-up,2005,50.0,2005-06-15 18:35:34.164552
Hudson Bay Area,break-up,2005,90.0,2005-03-29 17:43:11.595903
Hudson Bay Area,freeze-up,2005,10.0,2005-11-08 15:42:08.825021
Hudson Bay Area,freeze-up,2005,50.0,2005-12-07 12:16:24.194552
Hudson Bay Area,freeze-up,2005,90.0,2005-12-31 06:00:23.577108
Hudson Bay Area,break-up,2006,10.0,2006-07-13 12:33:01.651376
Hudson Bay Area,break-up,2006,50.0,2006-06-10 19:43:36.921776
Hudson Bay Area,break-up,2006,90.0,2006-04-15 06:36:24.129189
Hudson Bay Area,freeze-up,2006,10.0,2006-11-21 21:56:41.792573
Hudson Bay Area,freeze-up,2006,50.0,2006-12-08 11:52:04.482988
Hudson Bay Area,freeze-up,2006,90.0,2007-01-11 04:42:58.850866
Hudson Bay Area,break-up,2007,10.0,2007-07-20 14:14:43.318623
Hudson Bay Area,break-up,2007,50.0,2007-06-16 21:43:07.806411
Hudson Bay Area,break-up,2007,90.0,2007-03-24 23:27:07.856225
Hudson Bay Area,freeze-up,2007,10.0,2007-11-06 13:34:05.846116
Hudson Bay Area,freeze-up,2007,50.0,2007-12-02 09:23:10.779014
Hudson Bay Area,freeze-up,2007,90.0,2007-12-27 09:05:48.703956
Hudson Bay Area,break-up,2008,10.0,2008-07-23 15:05:31.502423
Hudson Bay Area,break-up,2008,50.0,2008-06-17 00:26:08.844821
Hudson Bay Area,break-up,2008,90.0,2008-04-22 22:44:05.428143
Hudson Bay Area,freeze-up,2008,10.0,2008-11-02 12:58:37.750439
Hudson Bay Area,freeze-up,2008,50.0,2008-12-07 02:52:03.396468
Hudson Bay Area,freeze-up,2008,90.0,2008-12-18 03:26:54.151624
Hudson Bay Area,break-up,2009,10.0,2009-07-24 19:50:41.581185
Hudson Bay Area,break-up,2009,50.0,2009-06-27 08:48:37.804295
Hudson Bay Area,break-up,2009,90.0,2009-05-05 17:45:48.541340
Hudson Bay Area,freeze-up,2009,10.0,2009-10-30 09:09:10.260635
Hudson Bay Area,freeze-up,2009,50.0,2009-12-12 09:46:11.451330
Hudson Bay Area,freeze-up,2009,90.0,2010-01-20 02:04:03.402399
Hudson Bay Area,break-up,2010,10.0,2010-07-16 22:37:18.473129
Hudson Bay Area,break-up,2010,50.0,2010-06-12 05:31:00.587984
Hudson Bay Area,break-up,2010,90.0,2010-03-29 20:42:38.440407
Hudson Bay Area,freeze-up,2010,10.0,2010-11-29 02:49:22.560162
Hudson Bay Area,freeze-up,2010,50.0,2010-12-25 00:55:47.534049
Hudson Bay Area,freeze-up,2010,90.0,2011-02-01 21:16:01.325966
Hudson Bay Area,break-up,2011,10.0,2011-07-16 20:57:18.805970
Hudson Bay Area,break-up,2011,50.0,2011-06-12 19:01:04.316205
Hudson Bay Area,break-up,2011,90.0,2011-04-28 11:27:00.643842
Hudson Bay Area,freeze-up,2011,10.0,2011-11-09 18:03:31.468531
Hudson Bay Area,freeze-up,2011,50.0,2011-12-09 11:57:00.399596
Hudson Bay Area,freeze-up,2011,90.0,2012-01-02 19:48:58.311315
Hudson Bay Area,break-up,2012,10.0,2012-07-19 08:13:49.971181
Hudson Bay Area,break-up,2012,50.0,2012-06-14 06:23:40.401753
Hudson Bay Area,break-up,2012,90.0,2012-04-24 12:50:41.900898
Hudson Bay Area,freeze-up,2012,10.0,2012-11-08 22:47:01.621621
Hudson Bay Area,freeze-up,2012,50.0,2012-12-05 03:46:00.432682
Hudson Bay Area,freeze-up,2012,90.0,2012-12-30 16:01:00.079651
Hudson Bay Area,break-up,2013,10.0,2013-07-23 06:14:50.238611
Hudson Bay Area,break-up,2013,50.0,2013-06-20 03:33:02.291706
Hudson Bay Area,break-up,2013,90.0,2013-04-28 10:41:39.163394
Hudson Bay Area,freeze-up,2013,10.0,2013-11-04 12:51:20.213903
Hudson Bay Area,freeze-up,2013,50.0,2013-11-30 22:58:36.713203
Hudson Bay Area,freeze-up,2013,90.0,2013-12-19 01:58:46.956521
Hudson Bay Area,break-up,2014,10.0,2014-07-23 05:39:33.883778
Hudson Bay Area,break-up,2014,50.0,2014-06-18 16:42:10.553651
Hudson Bay Area,break-up,2014,90.0,2014-05-08 21:36:18.275475
Hudson Bay Area,freeze-up,2014,10.0,2014-11-03 20:57:35.860228
Hudson Bay Area,freeze-up,2014,50.0,2014-11-28 19:18:52.913873
Hudson Bay Area,freeze-up,2014,90.0,2015-01-07 03:18:22.406639
Hudson Bay Area,break-up,2015,10.0,2015-07-29 18:01:09.364161
Hudson Bay Area,break-up,2015,50.0,2015-06-20 22:17:30.533807
Hudson Bay Area,break-up,2015,90.0,2015-04-28 00:43:28.360128
Hudson Bay Area,freeze-up,2015,10.0,2015-10-28 11:19:13.274336
Hudson Bay Area,freeze-up,2015,50.0,2015-12-01 19:05:33.593929
Hudson Bay Area,freeze-up,2015,90.0,2016-01-05 14:31:53.424657
Hudson Bay Area,break-up,2016,10.0,2016-07-18 12:30:37.367088
Hudson Bay Area,break-up,2016,50.0,2016-06-17 08:09:17.130979
Hudson Bay Area,break-up,2016,90.0,2016-05-01 19:53:27.604562
Hudson Bay Area,freeze-up,2016,10.0,2016-11-08 08:42:44.596050
Hudson Bay Area,freeze-up,2016,50.0,2016-12-14 03:26:17.570750
Hudson Bay Area,freeze-up,2016,90.0,2017-01-29 00:16:54.610340
Hudson Bay Area,break-up,2017,10.0,2017-07-17 00:30:59.882583
Hudson Bay Area,break-up,2017,50.0,2017-06-13 20:26:03.701023
Hudson Bay Area,break-up,2017,90.0,2017-04-07 17:12:16.880072
Hudson Bay Area,freeze-up,2017,10.0,2017-11-03 01:00:23.225806
Hudson Bay Area,freeze-up,2017,50.0,2017-12-06 14:45:07.887717
Hudson Bay Area,freeze-up,2017,90.0,2017-12-24 14:47:07.197346
Hudson Bay Area,break-up,2018,10.0,2018-07-23 18:16:08.631914
Hudson Bay Area,break-up,2018,50.0,2018-06-25 01:21:22.227815
Hudson Bay Area,break-up,2018,90.0,2018-04-28 07:09:07.268408
Hudson Bay Area,freeze-up,2018,10.0,2018-10-23 10:25:24.283935
Hudson Bay Area,freeze-up,2018,50.0,2018-11-30 15:50:24.000000
Hudson Bay Area,freeze-up,2018,90.0,2018-12-27 14:21:08.367103
Hudson Bay Area,break-up,2019,10.0,2019-07-17 05:44:48.474970
Hudson Bay Area,break-up,2019,50.0,2019-06-20 15:33:47.839388
Hudson Bay Area,break-up,2019,90.0,2019-04-20 00:39:53.176190
Hudson Bay Area,freeze-up,2019,10.0,2019-11-15 06:17:07.744270
Hudson Bay Area,freeze-up,2019,50.0,2019-12-06 12:49:29.249768
Hudson Bay Area,freeze-up,2019,90.0,2020-01-06 20:12:46.863905
Hudson Bay Area,break-up,2020,10.0,2020-07-16 03:50:41.536788
Hudson Bay Area,break-up,2020,50.0,2020-06-19 18:33:10.887012
Hudson Bay Area,break-up,2020,90.0,2020-04-25 19:11:15.608436
Hudson Bay Area,freeze-up,2020,10.0,2020-11-08 00:25:47.567677
Hudson Bay Area,freeze-up,2020,50.0,2020-12-04 21:27:53.038892
Hudson Bay Area,freeze-up,2020,90.0,2021-01-23 15:42:58.815080
Hudson Bay Area,break-up,2021,10.0,2021-07-21 02:56:07.040552
Hudson Bay Area,break-up,2021,50.0,2021-06-16 23:18:20.348245
Hudson Bay Area,break-up,2021,90.0,2021-04-09 01:10:23.870532
Hudson Bay Area,freeze-up,2021,10.0,2021-11-19 04:03:51.355273
Hudson Bay Area,freeze-up,2021,50.0,2021-12-18 09:11:09.000410
Hudson Bay Area,freeze-up,2021,90.0,2022-01-07 18:48:07.032791
Hudson Bay Area,break-up,2022,10.0,2022-07-19 21:36:24.656706
Hudson Bay Area,break-up,2022,50.0,2022-06-13 08:54:38.757567
Hudson Bay Area,break-up,2022,90.0,2022-05-02 02:23:11.639871
Hudson Bay Area,freeze-up,2022,10.0,2022-11-06 17:19:34.476071
Hudson Bay Area,freeze-up,2022,50.0,2022-12-06 07:26:36.711380
Hudson Bay Area,freeze-up,2022,90.0,2023-01-04 20:29:50.066802
Hudson Bay Area,break-up,2023,10.0,2023-07-13 15:33:48.699551
Hudson Bay Area,break-up,2023,50.0,2023-06-10 02:34:34.353513
Hudson Bay Area,break-up,2023,90.0,2023-04-30 16:53:59.085170
Hudson Bay Area,freeze-up,2023,10.0,2023-11-19 14:38:01.188118
Hudson Bay Area,freeze-up,2023,50.0,2023-12-17 17:52:27.298062
Hudson Bay Area,freeze-up,2023,90.0,2024-01-21 07:05:36.313678
Hudson Bay Area,break-up,2024,10.0,2024-07-19 13:30:16.889394
Hudson Bay Area,break-up,2024,50.0,2024-06-06 02:02:05.909821
Hudson Bay Area,break-up,2024,90.0,2024-04-13 04:56:38.323775
Hudson Bay Area,freeze-up,2024,10.0,2024-11-27 00:27:15.830618
Hudson Bay Area,freeze-up,2024,50.0,2025-01-01 15:49:52.967863
Hudson Bay Area,freeze-up,2024,90.0,2025-02-02 12:45:33.232563
Hudson Bay Area,break-up,2025,10.0,2025-07-09 12:57:05.208778
Hudson Bay Area,break-up,2025,50.0,2025-06-10 12:26:27.877546
Hudson Bay Area,break-up,2025,90.0,2025-04-28 14:27:43.184363
Hudson Bay Area,freeze-up,2025,10.0,2025-11-29 09:27:32.576907
Hudson Bay Area,freeze-up,2025,50.0,2025-12-17 13:01:18.372531
Hudson Bay Area,freeze-up,2025,90.0,2026-01-16 18:00:27.135678
Hudson Bay Area,break-up,2026,10.0,2026-07-10 05:12:52.246639
