region,date,water_pixels,water_area_km2,absolute_ice_area_km2,relative_ice_area_km2,absolute_coverage_percent,relative_coverage_percent,missing_pixels
Foxe Basin,2019-07-05,341,213125.0,171250.0,73820.0,80.35190615835778,34.63695014662757,0
Gulf of Boothia,2019-07-05,164,102500.0,102500.0,81517.5,100.0,79.52926829268293,0
Hudson Bay,2019-07-05,1475,921875.0,486250.0,208272.5,52.74576271186441,22.59227118644068,0
Hudson Bay Area,2019-07-05,2285,1428125.0,773750.0,366765.0,54.17943107221007,25.68157549234136,0
Hudson Strait,2019-07-05,305,190625.0,13750.0,3155.0,7.213114754098361,1.6550819672131147,0
Foxe Basin,2019-07-06,341,213125.0,165000.0,70782.5,77.41935483870968,33.21173020527859,0
Gulf of Boothia,2019-07-06,164,102500.0,102500.0,81220.0,100.0,79.2390243902439,0
Hudson Bay,2019-07-06,1475,921875.0,439375.0,182245.0,47.66101694915254,19.768949152542373,0
Hudson Bay Area,2019-07-06,2285,1428125.0,714375.0,336062.5,50.0218818380744,23.53172866520788,0
Hudson Strait,2019-07-06,305,190625.0,7500.0,1815.0,3.9344262295081966,0.9521311475409836,0
Foxe Basin,2019-07-07,341,213125.0,160000.0,69322.5,75.0733137829912,32.526686217008795,0
Gulf of Boothia,2019-07-07,164,102500.0,102500.0,77482.5,100.0,75.59268292682927,0
Hudson Bay,2019-07-07,1475,921875.0,399375.0,157350.0,43.32203389830509,17.068474576271186,0
Hudson Bay Area,2019-07-07,2285,1428125.0,669375.0,305650.0,46.87089715536105,21.40218818380744,0
Hudson Strait,2019-07-07,305,190625.0,7500.0,1495.0,3.9344262295081966,0.7842622950819672,0
Foxe Basin,2019-07-08,341,213125.0,161875.0,67887.5,75.95307917888563,31.8533724340176,0
Gulf of Boothia,2019-07-08,164,102500.0,102500.0,75210.0,100.0,73.37560975609756,0
Hudson Bay,2019-07-08,1475,921875.0,363125.0,158137.5,39.389830508474574,17.153898305084745,0
Hudson Bay Area,2019-07-08,2285,1428125.0,631250.0,301980.0,44.201312910284464,21.145207877461708,0
Hudson Strait,2019-07-08,305,190625.0,3750.0,745.0,1.9672131147540983,0.3908196721311475,0
Foxe Basin,2019-07-09,341,213125.0,161875.0,64197.49999999999,75.95307917888563,30.12199413489736,0
Gulf of Boothia,2019-07-09,164,102500.0,102500.0,70857.5,100.0,69.12926829268292,0
Hudson Bay,2019-07-09,1475,921875.0,321250.0,139660.0,34.847457627118644,15.149559322033898,0
Hudson Bay Area,2019-07-09,2285,1428125.0,590625.0,275597.5,41.35667396061269,19.29785557986871,0
Hudson Strait,2019-07-09,305,190625.0,5000.0,882.5,2.622950819672131,0.4629508196721311,0
Foxe Basin,2019-07-10,341,213125.0,129375.0,52625.0,60.70381231671554,24.69208211143695,0
Gulf of Boothia,2019-07-10,164,102500.0,102500.0,70162.5,100.0,68.45121951219512,0
Hudson Bay,2019-07-10,1475,921875.0,323750.0,128435.0,35.11864406779661,13.931932203389833,0
Hudson Bay Area,2019-07-10,2285,1428125.0,560625.0,252157.5,39.25601750547046,17.656542669584244,0
Hudson Strait,2019-07-10,305,190625.0,5000.0,935.0,2.622950819672131,0.4904918032786885,0
Foxe Basin,2019-07-11,341,213125.0,143125.0,52070.0,67.15542521994135,24.4316715542522,0
Gulf of Boothia,2019-07-11,164,102500.0,102500.0,65740.0,100.0,64.13658536585366,0
Hudson Bay,2019-07-11,1475,921875.0,338750.0,122952.5,36.74576271186441,13.337220338983052,0
Hudson Bay Area,2019-07-11,2285,1428125.0,595625.0,243780.0,41.70678336980306,17.069934354485778,0
Hudson Strait,2019-07-11,305,190625.0,11250.0,3017.5,5.901639344262295,1.5829508196721311,0
Foxe Basin,2019-07-12,341,213125.0,138750.0,52547.49999999999,65.10263929618769,24.65571847507331,0
Gulf of Boothia,2019-07-12,164,102500.0,101875.0,64707.5,99.39024390243902,63.12926829268293,0
Hudson Bay,2019-07-12,1475,921875.0,313125.0,112497.5,33.96610169491525,12.203118644067796,0
Hudson Bay Area,2019-07-12,2285,1428125.0,559375.0,230762.50000000003,39.16849015317287,16.158424507658648,0
Hudson Strait,2019-07-12,305,190625.0,5625.0,1010.0,2.950819672131148,0.5298360655737706,0
Foxe Basin,2019-07-13,341,213125.0,103750.0,35987.5,48.68035190615836,16.885630498533725,0
Gulf of Boothia,2019-07-13,164,102500.0,102500.0,63940.0,100.0,62.38048780487805,0
Hudson Bay,2019-07-13,1475,921875.0,256875.0,90940.0,27.864406779661017,9.864677966101697,0
Hudson Bay Area,2019-07-13,2285,1428125.0,463750.0,190962.5,32.472647702407,13.371553610503282,0
Hudson Strait,2019-07-13,305,190625.0,625.0,95.0,0.3278688524590163,0.0498360655737704,0
Foxe Basin,2019-07-14,341,213125.0,113125.0,39362.5,53.0791788856305,18.46920821114369,0
Gulf of Boothia,2019-07-14,164,102500.0,102500.0,62380.00000000001,100.0,60.85853658536586,0
Hudson Bay,2019-07-14,1475,921875.0,234375.0,84940.0,25.42372881355932,9.213830508474576,0
Hudson Bay Area,2019-07-14,2285,1428125.0,453125.0,187260.0,31.728665207877462,13.112297592997813,0
Hudson Strait,2019-07-14,305,190625.0,3125.0,577.5,1.639344262295082,0.3029508196721311,0
Foxe Basin,2019-07-15,341,213125.0,115625.0,39552.5,54.25219941348973,18.558357771261,0
Gulf of Boothia,2019-07-15,164,102500.0,102500.0,62337.5,100.0,60.81707317073171,0
Hudson Bay,2019-07-15,1475,921875.0,228125.0,72222.5,24.74576271186441,7.834305084745763,0
Hudson Bay Area,2019-07-15,2285,1428125.0,450000.0,174745.0,31.50984682713348,12.23597374179431,0
Hudson Strait,2019-07-15,305,190625.0,3750.0,632.5,1.9672131147540983,0.3318032786885246,0
Foxe Basin,2019-07-16,341,213125.0,108750.0,37065.0,51.02639296187683,17.391202346041055,0
Gulf of Boothia,2019-07-16,164,102500.0,102500.0,64970.0,100.0,63.38536585365853,0
Hudson Bay,2019-07-16,1475,921875.0,195000.0,65547.5,21.15254237288136,7.110237288135593,0
Hudson Bay Area,2019-07-16,2285,1428125.0,406250.0,167582.5,28.446389496717725,11.734442013129105,0
Hudson Strait,2019-07-16,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-07-17,341,213125.0,105625.0,36880.0,49.56011730205279,17.304398826979472,0
Gulf of Boothia,2019-07-17,164,102500.0,101250.0,60512.49999999999,98.78048780487804,59.03658536585365,0
Hudson Bay,2019-07-17,1475,921875.0,181875.0,51632.5,19.728813559322035,5.600813559322034,0
Hudson Bay Area,2019-07-17,2285,1428125.0,399375.0,151040.0,27.964989059080963,10.576105032822758,0
Hudson Strait,2019-07-17,305,190625.0,10625.0,2015.0,5.573770491803279,1.057049180327869,0
Foxe Basin,2019-07-18,341,213125.0,70625.0,25260.0,33.13782991202346,11.852199413489734,0
Gulf of Boothia,2019-07-18,164,102500.0,101875.0,58415.0,99.39024390243902,56.99024390243903,0
Hudson Bay,2019-07-18,1475,921875.0,101250.0,32582.5,10.983050847457626,3.534372881355932,0
Hudson Bay Area,2019-07-18,2285,1428125.0,276250.0,116680.0,19.34354485776805,8.17015317286652,0
Hudson Strait,2019-07-18,305,190625.0,2500.0,422.5,1.3114754098360657,0.2216393442622951,0
Foxe Basin,2019-07-19,341,213125.0,83125.0,28787.5,39.002932551319645,13.50733137829912,0
Gulf of Boothia,2019-07-19,164,102500.0,100625.0,56180.0,98.17073170731707,54.80975609756098,0
Hudson Bay,2019-07-19,1475,921875.0,82500.0,28867.5,8.94915254237288,3.1313898305084744,0
Hudson Bay Area,2019-07-19,2285,1428125.0,269375.0,114392.5,18.86214442013129,8.009978118161925,0
Hudson Strait,2019-07-19,305,190625.0,3125.0,557.5,1.639344262295082,0.2924590163934426,0
Foxe Basin,2019-07-20,341,213125.0,53750.0,20180.0,25.21994134897361,9.468621700879764,0
Gulf of Boothia,2019-07-20,164,102500.0,101875.0,54702.5,99.39024390243902,53.36829268292683,0
Hudson Bay,2019-07-20,1475,921875.0,141875.0,38975.0,15.389830508474576,4.227796610169492,0
Hudson Bay Area,2019-07-20,2285,1428125.0,308125.0,115850.0,21.575492341356675,8.11203501094092,0
Hudson Strait,2019-07-20,305,190625.0,10625.0,1992.5,5.573770491803279,1.0452459016393445,0
Foxe Basin,2019-07-21,341,213125.0,38750.0,14957.5,18.181818181818183,7.0181818181818185,0
Gulf of Boothia,2019-07-21,164,102500.0,102500.0,57512.5,100.0,56.109756097560975,0
Hudson Bay,2019-07-21,1475,921875.0,92500.0,29830.0,10.033898305084746,3.2357966101694915,0
Hudson Bay Area,2019-07-21,2285,1428125.0,241250.0,103687.5,16.89277899343545,7.260393873085339,0
Hudson Strait,2019-07-21,305,190625.0,7500.0,1387.5000000000002,3.9344262295081966,0.7278688524590166,0
Foxe Basin,2019-07-22,341,213125.0,38125.0,15255.0,17.88856304985337,7.157771260997068,0
Gulf of Boothia,2019-07-22,164,102500.0,100625.0,55880.0,98.17073170731707,54.517073170731706,0
Hudson Bay,2019-07-22,1475,921875.0,103750.0,30570.0,11.254237288135592,3.3160677966101697,0
Hudson Bay Area,2019-07-22,2285,1428125.0,243750.0,101935.0,17.067833698030636,7.1376805251641136,0
Hudson Strait,2019-07-22,305,190625.0,1250.0,230.0,0.6557377049180327,0.120655737704918,0
Foxe Basin,2019-07-23,341,213125.0,36875.0,14404.999999999998,17.302052785923753,6.758944281524926,0
Gulf of Boothia,2019-07-23,164,102500.0,102500.0,50965.0,100.0,49.72195121951219,0
Hudson Bay,2019-07-23,1475,921875.0,83125.0,28652.5,9.016949152542374,3.108067796610169,0
Hudson Bay Area,2019-07-23,2285,1428125.0,222500.0,94022.5,15.579868708971553,6.58363238512035,0
Hudson Strait,2019-07-23,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-07-24,341,213125.0,31875.0,11597.5,14.956011730205278,5.441642228739003,0
Gulf of Boothia,2019-07-24,164,102500.0,101875.0,50862.5,99.39024390243902,49.6219512195122,0
Hudson Bay,2019-07-24,1475,921875.0,83750.0,28555.0,9.084745762711863,3.0974915254237287,0
Hudson Bay Area,2019-07-24,2285,1428125.0,218125.0,91110.0,15.273522975929978,6.3796936542669584,0
Hudson Strait,2019-07-24,305,190625.0,625.0,95.0,0.3278688524590163,0.0498360655737704,0
Foxe Basin,2019-07-25,341,213125.0,28750.0,11002.5,13.489736070381232,5.162463343108504,0
Gulf of Boothia,2019-07-25,164,102500.0,101250.0,51535.0,98.78048780487804,50.27804878048781,0
Hudson Bay,2019-07-25,1475,921875.0,51250.0,17685.0,5.559322033898305,1.918372881355932,0
Hudson Bay Area,2019-07-25,2285,1428125.0,181250.0,80222.5,12.691466083150983,5.617330415754924,0
Hudson Strait,2019-07-25,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-07-26,341,213125.0,26250.0,9882.5,12.316715542521994,4.636950146627566,0
Gulf of Boothia,2019-07-26,164,102500.0,101250.0,53892.5,98.78048780487804,52.578048780487805,0
Hudson Bay,2019-07-26,1475,921875.0,49375.0,15657.5,5.3559322033898304,1.6984406779661017,0
Hudson Bay Area,2019-07-26,2285,1428125.0,178750.0,79792.5,12.516411378555798,5.587221006564551,0
Hudson Strait,2019-07-26,305,190625.0,1875.0,360.0,0.9836065573770492,0.1888524590163934,0
Foxe Basin,2019-07-27,341,213125.0,31250.0,11277.5,14.662756598240469,5.29149560117302,0
Gulf of Boothia,2019-07-27,164,102500.0,101875.0,50932.5,99.39024390243902,49.69024390243902,0
Hudson Bay,2019-07-27,1475,921875.0,43750.0,13010.0,4.745762711864407,1.4112542372881356,0
Hudson Bay Area,2019-07-27,2285,1428125.0,179375.0,75650.0,12.560175054704596,5.297155361050328,0
Hudson Strait,2019-07-27,305,190625.0,2500.0,430.0,1.3114754098360657,0.2255737704918032,0
Foxe Basin,2019-07-28,341,213125.0,24375.0,9497.5,11.436950146627566,4.456304985337243,0
Gulf of Boothia,2019-07-28,164,102500.0,100000.0,47497.5,97.5609756097561,46.3390243902439,0
Hudson Bay,2019-07-28,1475,921875.0,27500.0,7397.5,2.983050847457627,0.8024406779661017,0
Hudson Bay Area,2019-07-28,2285,1428125.0,152500.0,64487.50000000001,10.678336980306346,4.515536105032823,0
Hudson Strait,2019-07-28,305,190625.0,625.0,95.0,0.3278688524590163,0.0498360655737704,0
Foxe Basin,2019-07-29,341,213125.0,11250.0,4580.0,5.278592375366569,2.148973607038123,0
Gulf of Boothia,2019-07-29,164,102500.0,88750.0,44090.0,86.58536585365853,43.01463414634146,0
Hudson Bay,2019-07-29,1475,921875.0,33750.0,8657.5,3.6610169491525424,0.9391186440677968,0
Hudson Bay Area,2019-07-29,2285,1428125.0,133750.0,57327.5,9.365426695842451,4.01417943107221,0
Hudson Strait,2019-07-29,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-07-30,341,213125.0,14375.0,6065.0,6.744868035190616,2.8457478005865102,0
Gulf of Boothia,2019-07-30,164,102500.0,98125.0,42779.99999999999,95.73170731707316,41.73658536585365,0
Hudson Bay,2019-07-30,1475,921875.0,50000.0,12420.0,5.423728813559322,1.3472542372881355,0
Hudson Bay Area,2019-07-30,2285,1428125.0,162500.0,61265.0,11.37855579868709,4.289890590809628,0
Hudson Strait,2019-07-30,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-07-31,341,213125.0,16875.0,6600.0,7.917888563049853,3.096774193548387,0
Gulf of Boothia,2019-07-31,164,102500.0,101250.0,43532.5,98.78048780487804,42.47073170731707,0
Hudson Bay,2019-07-31,1475,921875.0,38750.0,9760.0,4.203389830508475,1.0587118644067797,0
Hudson Bay Area,2019-07-31,2285,1428125.0,158125.0,60110.0,11.072210065645514,4.209015317286652,0
Hudson Strait,2019-07-31,305,190625.0,1250.0,217.5,0.6557377049180327,0.1140983606557376,0
Foxe Basin,2019-08-01,341,213125.0,13125.0,6217.5,6.158357771260997,2.917302052785924,0
Gulf of Boothia,2019-08-01,164,102500.0,82500.0,36207.5,80.48780487804878,35.32439024390244,0
Hudson Bay,2019-08-01,1475,921875.0,29375.0,7425.000000000001,3.1864406779661016,0.8054237288135595,0
Hudson Bay Area,2019-08-01,2285,1428125.0,127500.0,50305.0,8.927789934354486,3.5224507658643325,0
Hudson Strait,2019-08-01,305,190625.0,2500.0,455.0,1.3114754098360657,0.2386885245901639,0
Foxe Basin,2019-08-02,341,213125.0,17500.0,7120.0,8.211143695014663,3.340762463343109,0
Gulf of Boothia,2019-08-02,164,102500.0,78125.0,34797.5,76.21951219512195,33.948780487804875,0
Hudson Bay,2019-08-02,1475,921875.0,23125.0,5892.500000000001,2.5084745762711864,0.6391864406779663,0
Hudson Bay Area,2019-08-02,2285,1428125.0,119375.0,47910.00000000001,8.358862144420131,3.354748358862145,0
Hudson Strait,2019-08-02,305,190625.0,625.0,100.0,0.3278688524590163,0.0524590163934426,0
Foxe Basin,2019-08-03,341,213125.0,18750.0,7562.5,8.79765395894428,3.548387096774193,0
Gulf of Boothia,2019-08-03,164,102500.0,84375.0,36475.0,82.3170731707317,35.58536585365854,0
Hudson Bay,2019-08-03,1475,921875.0,25625.0,6462.5,2.7796610169491527,0.7010169491525424,0
Hudson Bay Area,2019-08-03,2285,1428125.0,131875.0,51067.5,9.23413566739606,3.5758424507658644,0
Hudson Strait,2019-08-03,305,190625.0,3125.0,567.5,1.639344262295082,0.2977049180327868,0
Foxe Basin,2019-08-04,341,213125.0,6875.0,3705.0,3.225806451612903,1.73841642228739,0
Gulf of Boothia,2019-08-04,164,102500.0,67500.0,30332.5,65.85365853658537,29.592682926829266,0
Hudson Bay,2019-08-04,1475,921875.0,20000.0,5084.999999999999,2.169491525423729,0.551593220338983,0
Hudson Bay Area,2019-08-04,2285,1428125.0,96250.0,39462.5,6.739606126914661,2.763238512035011,0
Hudson Strait,2019-08-04,305,190625.0,1875.0,340.0,0.9836065573770492,0.1783606557377049,0
Foxe Basin,2019-08-05,341,213125.0,7500.0,3547.5,3.5190615835777126,1.664516129032258,0
Gulf of Boothia,2019-08-05,164,102500.0,62500.0,26102.5,60.97560975609756,25.465853658536584,0
Hudson Bay,2019-08-05,1475,921875.0,27500.0,7045.0,2.983050847457627,0.7642033898305085,0
Hudson Bay Area,2019-08-05,2285,1428125.0,101250.0,37350.0,7.089715536105033,2.615317286652078,0
Hudson Strait,2019-08-05,305,190625.0,3750.0,655.0,1.9672131147540983,0.3436065573770492,0
Foxe Basin,2019-08-06,341,213125.0,8125.0,3877.5,3.812316715542522,1.8193548387096767,0
Gulf of Boothia,2019-08-06,164,102500.0,48125.0,19792.5,46.95121951219512,19.30975609756097,0
Hudson Bay,2019-08-06,1475,921875.0,22500.0,5632.5,2.440677966101695,0.6109830508474576,0
Hudson Bay Area,2019-08-06,2285,1428125.0,82500.0,30050.0,5.776805251641138,2.104157549234136,0
Hudson Strait,2019-08-06,305,190625.0,3750.0,747.5,1.9672131147540983,0.3921311475409836,0
Foxe Basin,2019-08-07,341,213125.0,9375.0,4620.0,4.39882697947214,2.167741935483871,0
Gulf of Boothia,2019-08-07,164,102500.0,40625.0,16740.0,39.63414634146341,16.33170731707317,0
Hudson Bay,2019-08-07,1475,921875.0,27500.0,7187.5,2.983050847457627,0.7796610169491526,0
Hudson Bay Area,2019-08-07,2285,1428125.0,78750.0,28740.0,5.514223194748359,2.0124288840262583,0
Hudson Strait,2019-08-07,305,190625.0,1250.0,192.5,0.6557377049180327,0.100983606557377,0
Foxe Basin,2019-08-08,341,213125.0,11875.0,5707.5,5.571847507331379,2.6780058651026395,0
Gulf of Boothia,2019-08-08,164,102500.0,55625.0,21937.5,54.26829268292683,21.402439024390244,0
Hudson Bay,2019-08-08,1475,921875.0,18125.0,4912.5,1.9661016949152543,0.5328813559322034,0
Hudson Bay Area,2019-08-08,2285,1428125.0,90625.0,33462.5,6.3457330415754925,2.3431072210065644,0
Hudson Strait,2019-08-08,305,190625.0,5000.0,905.0,2.622950819672131,0.4747540983606557,0
Foxe Basin,2019-08-09,341,213125.0,9375.0,4967.5,4.39882697947214,2.330791788856305,0
Gulf of Boothia,2019-08-09,164,102500.0,60000.0,23027.5,58.53658536585366,22.465853658536584,0
Hudson Bay,2019-08-09,1475,921875.0,25000.0,5987.5,2.711864406779661,0.6494915254237288,0
Hudson Bay Area,2019-08-09,2285,1428125.0,100000.0,34995.0,7.00218818380744,2.4504157549234136,0
Hudson Strait,2019-08-09,305,190625.0,5625.0,1012.5,2.950819672131148,0.5311475409836066,0
Foxe Basin,2019-08-10,341,213125.0,8750.0,4757.5,4.105571847507331,2.232258064516129,0
Gulf of Boothia,2019-08-10,164,102500.0,38750.0,15985.0,37.80487804878049,15.595121951219513,0
Hudson Bay,2019-08-10,1475,921875.0,26250.0,6097.5,2.847457627118644,0.6614237288135594,0
Hudson Bay Area,2019-08-10,2285,1428125.0,78750.0,27762.5,5.514223194748359,1.9439824945295403,0
Hudson Strait,2019-08-10,305,190625.0,5000.0,922.5,2.622950819672131,0.4839344262295082,0
Foxe Basin,2019-08-11,341,213125.0,9375.0,4342.5,4.39882697947214,2.037536656891496,0
Gulf of Boothia,2019-08-11,164,102500.0,39375.0,16180.000000000002,38.41463414634146,15.785365853658538,0
Hudson Bay,2019-08-11,1475,921875.0,20000.0,4660.0,2.169491525423729,0.5054915254237288,0
Hudson Bay Area,2019-08-11,2285,1428125.0,81875.0,27890.0,5.733041575492341,1.952910284463895,0
Hudson Strait,2019-08-11,305,190625.0,13125.0,2707.5,6.885245901639344,1.420327868852459,0
Foxe Basin,2019-08-12,341,213125.0,6875.0,3700.0,3.225806451612903,1.7360703812316716,0
Gulf of Boothia,2019-08-12,164,102500.0,34375.0,13987.5,33.53658536585366,13.646341463414634,0
Hudson Bay,2019-08-12,1475,921875.0,16875.0,3932.5,1.8305084745762712,0.4265762711864407,0
Hudson Bay Area,2019-08-12,2285,1428125.0,61875.0,22265.0,4.332603938730854,1.5590371991247265,0
Hudson Strait,2019-08-12,305,190625.0,3750.0,645.0,1.9672131147540983,0.3383606557377049,0
Foxe Basin,2019-08-13,341,213125.0,5625.0,2810.0000000000005,2.6392961876832843,1.318475073313783,0
Gulf of Boothia,2019-08-13,164,102500.0,23750.0,9760.0,23.17073170731708,9.521951219512196,0
Hudson Bay,2019-08-13,1475,921875.0,14375.0,4320.0,1.5593220338983051,0.4686101694915254,0
Hudson Bay Area,2019-08-13,2285,1428125.0,44375.0,17010.0,3.107221006564552,1.1910722100656457,0
Hudson Strait,2019-08-13,305,190625.0,625.0,120.0,0.3278688524590163,0.0629508196721311,0
Foxe Basin,2019-08-14,341,213125.0,7500.0,3665.0,3.5190615835777126,1.7196480938416423,0
Gulf of Boothia,2019-08-14,164,102500.0,26250.0,10790.0,25.60975609756097,10.526829268292683,0
Hudson Bay,2019-08-14,1475,921875.0,23125.0,6227.5,2.5084745762711864,0.6755254237288135,0
Hudson Bay Area,2019-08-14,2285,1428125.0,56875.0,20682.5,3.982494529540481,1.4482275711159738,0
Hudson Strait,2019-08-14,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-08-15,341,213125.0,8125.0,3822.5,3.812316715542522,1.793548387096774,0
Gulf of Boothia,2019-08-15,164,102500.0,33125.0,13294.999999999998,32.31707317073171,12.970731707317071,0
Hudson Bay,2019-08-15,1475,921875.0,21875.0,5307.500000000001,2.372881355932204,0.5757288135593222,0
Hudson Bay Area,2019-08-15,2285,1428125.0,63125.0,22425.0,4.420131291028446,1.5702407002188183,0
Hudson Strait,2019-08-15,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-08-16,341,213125.0,10625.0,5222.5,4.98533724340176,2.4504398826979474,0
Gulf of Boothia,2019-08-16,164,102500.0,31875.0,13007.5,31.09756097560976,12.690243902439024,0
Hudson Bay,2019-08-16,1475,921875.0,25625.0,7277.5,2.7796610169491527,0.7894237288135593,0
Hudson Bay Area,2019-08-16,2285,1428125.0,71250.0,26042.5,4.989059080962801,1.8235448577680524,0
Hudson Strait,2019-08-16,305,190625.0,3125.0,535.0,1.639344262295082,0.280655737704918,0
Foxe Basin,2019-08-17,341,213125.0,8125.0,4007.5,3.812316715542522,1.8803519061583576,0
Gulf of Boothia,2019-08-17,164,102500.0,21250.0,9497.5,20.73170731707317,9.265853658536583,0
Hudson Bay,2019-08-17,1475,921875.0,15625.0,4342.5,1.694915254237288,0.4710508474576271,0
Hudson Bay Area,2019-08-17,2285,1428125.0,45625.0,17942.5,3.1947483588621446,1.25636761487965,0
Hudson Strait,2019-08-17,305,190625.0,625.0,95.0,0.3278688524590163,0.0498360655737704,0
Foxe Basin,2019-08-18,341,213125.0,8125.0,4090.0,3.812316715542522,1.9190615835777125,0
Gulf of Boothia,2019-08-18,164,102500.0,20625.0,9007.5,20.121951219512194,8.78780487804878,0
Hudson Bay,2019-08-18,1475,921875.0,29375.0,8495.0,3.1864406779661016,0.9214915254237288,0
Hudson Bay Area,2019-08-18,2285,1428125.0,58125.0,21592.5,4.070021881838074,1.5119474835886215,0
Hudson Strait,2019-08-18,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-08-19,341,213125.0,6250.0,3187.5,2.932551319648094,1.495601173020528,0
Gulf of Boothia,2019-08-19,164,102500.0,16250.0,7835.0,15.853658536585366,7.64390243902439,0
Hudson Bay,2019-08-19,1475,921875.0,23125.0,6212.5,2.5084745762711864,0.6738983050847458,0
Hudson Bay Area,2019-08-19,2285,1428125.0,47500.0,17540.0,3.326039387308534,1.228183807439825,0
Hudson Strait,2019-08-19,305,190625.0,1875.0,305.0,0.9836065573770492,0.16,0
Foxe Basin,2019-08-20,341,213125.0,6875.0,3527.5,3.225806451612903,1.655131964809384,0
Gulf of Boothia,2019-08-20,164,102500.0,11875.0,6542.5,11.585365853658535,6.382926829268293,0
Hudson Bay,2019-08-20,1475,921875.0,16250.0,4657.5,1.7627118644067796,0.5052203389830509,0
Hudson Bay Area,2019-08-20,2285,1428125.0,35625.0,14822.5,2.4945295404814005,1.0378993435448578,0
Hudson Strait,2019-08-20,305,190625.0,625.0,95.0,0.3278688524590163,0.0498360655737704,0
Foxe Basin,2019-08-21,341,213125.0,8125.0,3995.0,3.812316715542522,1.8744868035190616,0
Gulf of Boothia,2019-08-21,164,102500.0,14375.0,7205.0,14.024390243902438,7.029268292682927,0
Hudson Bay,2019-08-21,1475,921875.0,9375.0,3252.5,1.0169491525423728,0.3528135593220339,0
Hudson Bay Area,2019-08-21,2285,1428125.0,33750.0,14795.0,2.363238512035011,1.035973741794311,0
Hudson Strait,2019-08-21,305,190625.0,1875.0,342.5,0.9836065573770492,0.179672131147541,0
Foxe Basin,2019-08-22,341,213125.0,9375.0,4915.0,4.39882697947214,2.306158357771261,0
Gulf of Boothia,2019-08-22,164,102500.0,10000.0,5930.0,9.75609756097561,5.785365853658536,0
Hudson Bay,2019-08-22,1475,921875.0,17500.0,5030.0,1.8983050847457628,0.5456271186440678,0
Hudson Bay Area,2019-08-22,2285,1428125.0,36875.0,15875.0,2.582056892778993,1.1115973741794312,0
Hudson Strait,2019-08-22,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-08-23,341,213125.0,13125.0,6642.5,6.158357771260997,3.116715542521994,0
Gulf of Boothia,2019-08-23,164,102500.0,20000.0,9092.5,19.51219512195122,8.870731707317074,0
Hudson Bay,2019-08-23,1475,921875.0,11875.0,3907.5,1.2881355932203389,0.423864406779661,0
Hudson Bay Area,2019-08-23,2285,1428125.0,45000.0,19642.5,3.150984682713348,1.3754048140043764,0
Hudson Strait,2019-08-23,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-08-24,341,213125.0,8750.0,4480.0,4.105571847507331,2.1020527859237537,0
Gulf of Boothia,2019-08-24,164,102500.0,11250.0,6372.5,10.975609756097562,6.217073170731707,0
Hudson Bay,2019-08-24,1475,921875.0,14375.0,4172.5,1.5593220338983051,0.4526101694915254,0
Hudson Bay Area,2019-08-24,2285,1428125.0,34375.0,15025.0,2.4070021881838075,1.052078774617068,0
Hudson Strait,2019-08-24,305,190625.0,0.0,0.0,0.0,0.0,0
Foxe Basin,2019-08-25,341,213125.0,12500.0,6120.0,5.865102639296188,2.871554252199413,0
Gulf of Boothia,2019-08-25,164,102500.0,12500.0,7372.5,12.195121951219512,7.192682926829268,0
Hudson Bay,2019-08-25,1475,921875.0,34375.0,9585.0,3.7288135593220337,1.039728813559322,0
Hudson Bay Area,2019-08-25,2285,1428125.0,64375.0,24245.0,4.50765864332604,1.6976805251641138,0
Hudson Strait,2019-08-25,305,190625.0,5000.0,1167.5,2.622950819672131,0.6124590163934426,0
Foxe Basin,2019-08-26,341,213125.0,11250.0,5242.5,5.278592375366569,2.459824046920821,0
Gulf of Boothia,2019-08-26,164,102500.0,13125.0,6982.5,12.804878048780488,6.81219512195122,0
Hudson Bay,2019-08-26,1475,921875.0,28125.0,7932.5,3.0508474576271185,0.8604745762711864,0
Hudson Bay Area,2019-08-26,2285,1428125.0,58125.0,21242.5,4.070021881838074,1.4874398249452954,0
Hudson Strait,2019-08-26,305,190625.0,5625.0,1085.0,2.950819672131148,0.5691803278688524,0
Foxe Basin,2019-08-27,341,213125.0,7500.0,3855.0,3.5190615835777126,1.8087976539589443,0
Gulf of Boothia,2019-08-27,164,102500.0,12500.0,6837.5,12.195121951219512,6.670731707317073,0
Hudson Bay,2019-08-27,1475,921875.0,23750.0,6127.5,2.5762711864406778,0.6646779661016949,0
Hudson Bay Area,2019-08-27,2285,1428125.0,46875.0,17362.5,3.2822757111597376,1.2157549234135667,0
Hudson Strait,2019-08-27,305,190625.0,3125.0,542.5,1.639344262295082,0.2845901639344262,0
Foxe Basin,2019-08-28,341,213125.0,8750.0,4440.0,4.105571847507331,2.083284457478006,0
